Expiry ->,5/22/2012,5/22/2012,6/20/2012,6/20/2012,7/20/2012,7/20/2012,8/21/2012,8/21/2012,9/20/2012,9/20/2012,10/22/2012,10/22/2012,11/16/2012,11/16/2012,12/19/2012,12/19/2012,1/22/2013,1/22/2013,2/20/2013,2/20/2013,3/20/2013,3/20/2013,4/22/2013,4/22/2013,5/21/2013,5/21/2013,6/20/2013,6/20/2013,7/22/2013,7/22/2013,8/20/2013,8/20/2013,9/20/2013,9/20/2013,10/22/2013,10/22/2013,11/20/2013,11/20/2013,12/19/2013,12/19/2013,1/21/2014,1/21/2014,2/20/2014,2/20/2014,3/20/2014,3/20/2014,4/22/2014,4/22/2014,5/20/2014,5/20/2014,6/20/2014,6/20/2014,7/22/2014,7/22/2014,8/20/2014,8/20/2014,9/22/2014,9/22/2014,10/21/2014,10/21/2014,11/20/2014,11/20/2014,12/19/2014,12/19/2014,1/20/2015,1/20/2015,2/20/2015,2/20/2015,3/20/2015,3/20/2015,4/21/2015,4/21/2015,5/19/2015,5/19/2015,6/22/2015,6/22/2015,7/21/2015,7/21/2015,8/20/2015,8/20/2015,9/22/2015,9/22/2015,10/20/2015,10/20/2015,11/20/2015,11/20/2015,12/21/2015,12/21/2015,1/20/2016,1/20/2016,2/22/2016,2/22/2016,3/21/2016,3/21/2016,4/20/2016,4/20/2016,5/20/2016,5/20/2016,6/21/2016,6/21/2016,7/20/2016,7/20/2016,8/22/2016,8/22/2016,9/20/2016,9/20/2016,10/20/2016,10/20/2016,11/21/2016,11/21/2016,12/20/2016,12/20/2016,1/20/2017,1/20/2017,2/21/2017,2/21/2017,3/21/2017,3/21/2017,4/20/2017,4/20/2017,5/22/2017,5/22/2017,6/20/2017,6/20/2017,7/20/2017,7/20/2017,8/22/2017,8/22/2017,9/20/2017,9/20/2017,10/20/2017,10/20/2017,11/20/2017,11/20/2017,12/19/2017,12/19/2017,1/22/2018,1/22/2018,2/20/2018,2/20/2018,3/20/2018,3/20/2018,4/20/2018,4/20/2018,5/22/2018,5/22/2018,6/20/2018,6/20/2018,7/20/2018,7/20/2018,8/21/2018,8/21/2018,9/20/2018,9/20/2018,10/22/2018,10/22/2018,11/19/2018,11/19/2018,12/19/2018,12/19/2018,1/22/2019,1/22/2019,2/20/2019,2/20/2019,3/20/2019,3/20/2019,4/22/2019,4/22/2019,5/21/2019,5/21/2019,6/20/2019,6/20/2019,7/22/2019,7/22/2019,8/20/2019,8/20/2019,9/20/2019,9/20/2019,10/22/2019,10/22/2019,11/20/2019,11/20/2019,12/19/2019,12/19/2019,1/21/2020,1/21/2020,2/20/2020,2/20/2020,3/20/2020,3/20/2020,4/21/2020,4/21/2020,5/19/2020,5/19/2020,6/22/2020,6/22/2020,7/21/2020,7/21/2020,8/20/2020,8/20/2020,9/22/2020,9/22/2020,10/20/2020,10/20/2020,11/20/2020,11/20/2020,12/21/2020,12/21/2020,1/20/2021,1/20/2021,2/22/2021,2/22/2021,3/22/2021,3/22/2021,4/20/2021,4/20/2021,5/20/2021,5/20/2021,6/22/2021,6/22/2021,7/20/2021,7/20/2021,8/20/2021,8/20/2021,9/21/2021,9/21/2021,10/20/2021,10/20/2021,11/19/2021,11/19/2021,12/20/2021,12/20/2021,1/20/2022,1/20/2022,2/22/2022,2/22/2022,3/22/2022,3/22/2022,4/20/2022,4/20/2022,5/20/2022,5/20/2022,6/21/2022,6/21/2022,7/20/2022,7/20/2022,8/22/2022,8/22/2022,9/20/2022,9/20/2022,10/20/2022,10/20/2022,11/21/2022,11/21/2022,12/20/2022,12/20/2022,1/20/2023,1/20/2023,2/21/2023,2/21/2023,3/21/2023,3/21/2023,4/20/2023,4/20/2023,5/22/2023,5/22/2023,6/20/2023,6/20/2023,7/20/2023,7/20/2023,8/22/2023,8/22/2023,9/20/2023,9/20/2023,10/20/2023,10/20/2023,11/20/2023,11/20/2023,12/19/2023,12/19/2023,1/22/2024,1/22/2024
Date,CLM12_Price,CLM12_K,CLN12_Price,CLN12_K,CLQ12_Price,CLQ12_K,CLU12_Price,CLU12_K,CLV12_Price,CLV12_K,CLX12_Price,CLX12_K,CLZ12_Price,CLZ12_K,CLF13_Price,CLF13_K,CLG13_Price,CLG13_K,CLH13_Price,CLH13_K,CLJ13_Price,CLJ13_K,CLK13_Price,CLK13_K,CLM13_Price,CLM13_K,CLN13_Price,CLN13_K,CLQ13_Price,CLQ13_K,CLU13_Price,CLU13_K,CLV13_Price,CLV13_K,CLX13_Price,CLX13_K,CLZ13_Price,CLZ13_K,CLF14_Price,CLF14_K,CLG14_Price,CLG14_K,CLH14_Price,CLH14_K,CLJ14_Price,CLJ14_K,CLK14_Price,CLK14_K,CLM14_Price,CLM14_K,CLN14_Price,CLN14_K,CLQ14_Price,CLQ14_K,CLU14_Price,CLU14_K,CLV14_Price,CLV14_K,CLX14_Price,CLX14_K,CLZ14_Price,CLZ14_K,CLF15_Price,CLF15_K,CLG15_Price,CLG15_K,CLH15_Price,CLH15_K,CLJ15_Price,CLJ15_K,CLK15_Price,CLK15_K,CLM15_Price,CLM15_K,CLN15_Price,CLN15_K,CLQ15_Price,CLQ15_K,CLU15_Price,CLU15_K,CLV15_Price,CLV15_K,CLX15_Price,CLX15_K,CLZ15_Price,CLZ15_K,CLF16_Price,CLF16_K,CLG16_Price,CLG16_K,CLH16_Price,CLH16_K,CLJ16_Price,CLJ16_K,CLK16_Price,CLK16_K,CLM16_Price,CLM16_K,CLN16_Price,CLN16_K,CLQ16_Price,CLQ16_K,CLU16_Price,CLU16_K,CLV16_Price,CLV16_K,CLX16_Price,CLX16_K,CLZ16_Price,CLZ16_K,CLF17_Price,CLF17_K,CLG17_Price,CLG17_K,CLH17_Price,CLH17_K,CLJ17_Price,CLJ17_K,CLK17_Price,CLK17_K,CLM17_Price,CLM17_K,CLN17_Price,CLN17_K,CLQ17_Price,CLQ17_K,CLU17_Price,CLU17_K,CLV17_Price,CLV17_K,CLX17_Price,CLX17_K,CLZ17_Price,CLZ17_K,CLF18_Price,CLF18_K,CLG18_Price,CLG18_K,CLH18_Price,CLH18_K,CLJ18_Price,CLJ18_K,CLK18_Price,CLK18_K,CLM18_Price,CLM18_K,CLN18_Price,CLN18_K,CLQ18_Price,CLQ18_K,CLU18_Price,CLU18_K,CLV18_Price,CLV18_K,CLX18_Price,CLX18_K,CLZ18_Price,CLZ18_K,CLF19_Price,CLF19_K,CLG19_Price,CLG19_K,CLH19_Price,CLH19_K,CLJ19_Price,CLJ19_K,CLK19_Price,CLK19_K,CLM19_Price,CLM19_K,CLN19_Price,CLN19_K,CLQ19_Price,CLQ19_K,CLU19_Price,CLU19_K,CLV19_Price,CLV19_K,CLX19_Price,CLX19_K,CLZ19_Price,CLZ19_K,CLF20_Price,CLF20_K,CLG20_Price,CLG20_K,CLH20_Price,CLH20_K,CLJ20_Price,CLJ20_K,CLK20_Price,CLK20_K,CLM20_Price,CLM20_K,CLN20_Price,CLN20_K,CLQ20_Price,CLQ20_K,CLU20_Price,CLU20_K,CLV20_Price,CLV20_K,CLX20_Price,CLX20_K,CLZ20_Price,CLZ20_K,CLF21_Price,CLF21_K,CLG21_Price,CLG21_K,CLH21_Price,CLH21_K,CLJ21_Price,CLJ21_K,CLK21_Price,CLK21_K,CLM21_Price,CLM21_K,CLN21_Price,CLN21_K,CLQ21_Price,CLQ21_K,CLU21_Price,CLU21_K,CLV21_Price,CLV21_K,CLX21_Price,CLX21_K,CLZ21_Price,CLZ21_K,CLF22_Price,CLF22_K,CLG22_Price,CLG22_K,CLH22_Price,CLH22_K,CLJ22_Price,CLJ22_K,CLK22_Price,CLK22_K,CLM22_Price,CLM22_K,CLN22_Price,CLN22_K,CLQ22_Price,CLQ22_K,CLU22_Price,CLU22_K,CLV22_Price,CLV22_K,CLX22_Price,CLX22_K,CLZ22_Price,CLZ22_K,CLF23_Price,CLF23_K,CLG23_Price,CLG23_K,CLH23_Price,CLH23_K,CLJ23_Price,CLJ23_K,CLK23_Price,CLK23_K,CLM23_Price,CLM23_K,CLN23_Price,CLN23_K,CLQ23_Price,CLQ23_K,CLU23_Price,CLU23_K,CLV23_Price,CLV23_K,CLX23_Price,CLX23_K,CLZ23_Price,CLZ23_K,CLF24_Price,CLF24_K,CLG24_Price,CLG24_K
4/23/2012,103.55,29,103.96,58,104.33,88,104.6,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2012,104.12,28,104.5,57,104.83,87,105.06,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2012,104.55,27,104.94,56,105.27,86,105.51,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2012,104.93,26,105.32,55,105.64,85,105.84,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2012,104.87,25,105.26,54,105.55,84,105.71,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2012,106.16,22,106.5,51,106.74,81,106.86,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2012,105.22,21,105.58,50,105.83,80,105.97,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2012,102.54,20,102.92,49,103.2,79,103.4,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2012,98.49,19,98.88,48,99.16,78,99.38,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
